fig|6666666.540620.peg.5718	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5717	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5716	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5715	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5714	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5713	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5712	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5711	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5710	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5709	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5708	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5707	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5706	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5705	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5704	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5703	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5702	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5701	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5700	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5699	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5698	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5697	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5696	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5695	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5694	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5693	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5692	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5691	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5690	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5689	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5688	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5687	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5686	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5685	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5684	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5683	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5682	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5681	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5680	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5679	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5678	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5677	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.5676	49.1	Streptomyces sp. CC226D	NRPS	NRPS	limazepine C / limazepine D / limazepine E / limazepine F / limazepine A	27
fig|6666666.540620.peg.4940	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4939	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4938	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4937	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4936	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4935	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4934	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4933	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4932	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4931	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4930	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4929	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4928	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4927	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4926	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4925	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4924	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4923	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4922	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4921	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4920	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4919	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4918	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4917	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4916	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4915	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4914	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4913	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4912	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4911	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4910	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4909	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4908	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4907	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4906	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4905	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4904	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4903	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4902	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4901	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4900	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4899	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4898	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4897	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4896	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4895	136.1	Streptomyces sp. CC226D	NRPS	NRPS	ulleungmycin	5
fig|6666666.540620.peg.4732	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4731	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4730	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4729	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4728	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4727	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4726	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4725	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4724	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4723	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4722	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.4721	29.3	Streptomyces sp. CC226D	ectoine	ectoine	kosinostatin	11
fig|6666666.540620.peg.452	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.451	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4504	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4503	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4502	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4501	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4500	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.450	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4499	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4498	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4497	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4496	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4495	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.4494	29.2	Streptomyces sp. CC226D	bacteriocin	bacteriocin		
fig|6666666.540620.peg.449	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.448	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.447	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.446	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.445	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.444	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.443	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.442	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4411	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4410	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.441	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4409	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4408	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4407	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4406	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4405	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4404	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4403	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4402	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4401	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4400	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.440	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4399	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4398	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4397	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4396	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4395	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4394	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4393	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4392	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4391	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4390	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.439	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4389	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4388	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4387	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4386	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4385	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4384	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4383	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4382	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4381	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4380	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.438	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4379	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4378	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4377	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4376	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4375	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4374	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4373	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4372	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4371	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4370	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.437	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4369	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4368	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4367	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4366	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4365	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4364	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4363	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4362	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4361	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4360	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.436	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4359	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4358	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4357	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4356	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4355	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4354	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4353	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4352	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4351	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4350	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.435	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4349	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4348	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4347	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4346	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4345	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4344	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4343	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4342	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4341	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4340	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.434	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.4339	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4338	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4337	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4336	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4335	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.4334	29.1	Streptomyces sp. CC226D	NRPS	T1PKS	collismycin A	85
fig|6666666.540620.peg.433	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.432	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.431	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.430	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.429	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.428	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.427	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.426	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.425	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.424	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.423	108.2	Streptomyces sp. CC226D	NRPS-like	NRPS-like		
fig|6666666.540620.peg.3941	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3940	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3939	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3938	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3937	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3936	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3935	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3934	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3933	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3932	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3931	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3930	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3929	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3928	137.1	Streptomyces sp. CC226D	terpene	terpene		
fig|6666666.540620.peg.3927	137.1	Streptomyces sp. CC226D	terpene	terpene		
