fig|1823.7.peg.7230	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7229	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7228	CuatroCienegas	482.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.7168	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7167	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7166	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7165	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7164	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7163	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7162	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7161	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7160	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7159	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7158	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7157	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7156	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.7155	CuatroCienegas	500.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.6964	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6963	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6962	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6961	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6960	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6959	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6958	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6957	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6956	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6955	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6954	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6953	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6952	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6951	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6950	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6949	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6948	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6947	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6946	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6945	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6944	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6943	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6942	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6941	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6940	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6939	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6938	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6937	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6936	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6935	CuatroCienegas	551.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6553	CuatroCienegas	353.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.6552	CuatroCienegas	353.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.6422	CuatroCienegas	738.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.6298	CuatroCienegas	719.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	ralsolamycin	40
fig|1823.7.peg.6297	CuatroCienegas	719.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	ralsolamycin	40
fig|1823.7.peg.6296	CuatroCienegas	719.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	ralsolamycin	40
fig|1823.7.peg.6295	CuatroCienegas	719.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	ralsolamycin	40
fig|1823.7.peg.6294	CuatroCienegas	719.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	ralsolamycin	40
fig|1823.7.peg.6293	CuatroCienegas	719.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	ralsolamycin	40
fig|1823.7.peg.6292	CuatroCienegas	669.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.6166	CuatroCienegas	492.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6165	CuatroCienegas	492.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.6072	CuatroCienegas	125.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5850	CuatroCienegas	349.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin	13
fig|1823.7.peg.5849	CuatroCienegas	349.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	thiazostatin / watasemycin A / watasemycin B / 2-hydroxyphenylthiazoline enantiopyochelin / isopyochelin	13
fig|1823.7.peg.5765	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5764	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5763	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5762	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5761	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5760	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5759	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5758	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5757	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5756	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5755	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5754	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5753	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5752	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5751	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5750	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.575	CuatroCienegas	250.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	atratumycin	5
fig|1823.7.peg.5749	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5748	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5747	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5746	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5745	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5744	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5743	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5742	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5741	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5740	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.574	CuatroCienegas	250.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	atratumycin	5
fig|1823.7.peg.5739	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5738	CuatroCienegas	172.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.573	CuatroCienegas	250.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	atratumycin	5
fig|1823.7.peg.5722	CuatroCienegas	457.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5721	CuatroCienegas	103.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.5720	CuatroCienegas	103.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.572	CuatroCienegas	250.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	atratumycin	5
fig|1823.7.peg.571	CuatroCienegas	250.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	atratumycin	5
fig|1823.7.peg.570	CuatroCienegas	250.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	atratumycin	5
fig|1823.7.peg.5600	CuatroCienegas	555.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5599	CuatroCienegas	294.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5582	CuatroCienegas	88.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5581	CuatroCienegas	88.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5580	CuatroCienegas	88.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5579	CuatroCienegas	88.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5578	CuatroCienegas	88.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5577	CuatroCienegas	88.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.5576	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5575	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5574	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5573	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5572	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5571	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5570	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5569	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5568	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5567	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5566	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5565	CuatroCienegas	374.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	butyrolactone		
fig|1823.7.peg.5541	CuatroCienegas	595.1	Nocardia otitidiscaviarum sp. CC201C	ectoine	ectoine	ectoine	100
fig|1823.7.peg.5540	CuatroCienegas	595.1	Nocardia otitidiscaviarum sp. CC201C	ectoine	ectoine	ectoine	100
fig|1823.7.peg.5539	CuatroCienegas	595.1	Nocardia otitidiscaviarum sp. CC201C	ectoine	ectoine	ectoine	100
fig|1823.7.peg.5538	CuatroCienegas	595.1	Nocardia otitidiscaviarum sp. CC201C	ectoine	ectoine	ectoine	100
fig|1823.7.peg.5537	CuatroCienegas	595.1	Nocardia otitidiscaviarum sp. CC201C	ectoine	ectoine	ectoine	100
fig|1823.7.peg.5536	CuatroCienegas	595.1	Nocardia otitidiscaviarum sp. CC201C	ectoine	ectoine	ectoine	100
fig|1823.7.peg.5535	CuatroCienegas	595.1	Nocardia otitidiscaviarum sp. CC201C	ectoine	ectoine	ectoine	100
fig|1823.7.peg.5082	CuatroCienegas	601.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5074	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5073	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5072	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5071	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5070	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5069	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5068	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5067	CuatroCienegas	501.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	telomycin	5
fig|1823.7.peg.5013	CuatroCienegas	65.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5012	CuatroCienegas	601.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5011	CuatroCienegas	601.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5010	CuatroCienegas	601.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5009	CuatroCienegas	601.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5008	CuatroCienegas	601.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.5007	CuatroCienegas	601.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4680	CuatroCienegas	227.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nataxazole	7
fig|1823.7.peg.4679	CuatroCienegas	227.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nataxazole	7
fig|1823.7.peg.4678	CuatroCienegas	227.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nataxazole	7
fig|1823.7.peg.4677	CuatroCienegas	227.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	nataxazole	7
fig|1823.7.peg.4643	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4642	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4641	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4640	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4639	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4638	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4637	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4636	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4635	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4634	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4633	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4632	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4631	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4630	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4629	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4628	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4627	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4626	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4625	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4624	CuatroCienegas	665.1	Nocardia otitidiscaviarum sp. CC201C	arylpolyene	arylpolyene		
fig|1823.7.peg.4327	CuatroCienegas	300.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	mycobactin	20
fig|1823.7.peg.4326	CuatroCienegas	300.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	mycobactin	20
fig|1823.7.peg.4325	CuatroCienegas	300.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	mycobactin	20
fig|1823.7.peg.4324	CuatroCienegas	300.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	mycobactin	20
fig|1823.7.peg.4323	CuatroCienegas	300.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	mycobactin	20
fig|1823.7.peg.4322	CuatroCienegas	300.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS	mycobactin	20
fig|1823.7.peg.4278	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4277	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4276	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4275	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4274	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4273	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4272	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4271	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4270	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4269	CuatroCienegas	159.1	Nocardia otitidiscaviarum sp. CC201C	terpene	terpene		
fig|1823.7.peg.4218	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|1823.7.peg.4217	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|1823.7.peg.4216	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|1823.7.peg.4215	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|1823.7.peg.4214	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|1823.7.peg.4213	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|1823.7.peg.4212	CuatroCienegas	32.1	Nocardia otitidiscaviarum sp. CC201C	terpene	butyrolactone		
fig|1823.7.peg.4167	CuatroCienegas	218.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4166	CuatroCienegas	218.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4165	CuatroCienegas	218.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.411	CuatroCienegas	652.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4103	CuatroCienegas	191.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4102	CuatroCienegas	191.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4101	CuatroCienegas	191.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4100	CuatroCienegas	191.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4099	CuatroCienegas	191.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4098	CuatroCienegas	191.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.4011	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4010	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4009	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4008	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4007	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4006	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4005	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4004	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4003	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.4002	CuatroCienegas	425.1	Nocardia otitidiscaviarum sp. CC201C	T3PKS	T3PKS		
fig|1823.7.peg.3915	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3914	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3913	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3912	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3911	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3910	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3909	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3908	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3907	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3906	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3905	CuatroCienegas	642.1	Nocardia otitidiscaviarum sp. CC201C	NRPS-like	NRPS-like		
fig|1823.7.peg.3657	CuatroCienegas	401.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.3656	CuatroCienegas	401.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
fig|1823.7.peg.3337	CuatroCienegas	557.1	Nocardia otitidiscaviarum sp. CC201C	NRPS	NRPS		
